id,Date,Page,Title,Category,URL
39,2024/02/01,1,Stocks Rebound After Fed-Induced Pullback,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-01-2024-889dbc3f
40,2024/02/01,3,Powell Navigates ‘Toxic’ Politics of Rate Cuts as Election Nears,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-interest-rate-cuts-election-2024-843cc25a
41,2024/02/02,1,"Jobs Growth of 353,000 Blasts Past Expectations as Labor Market Stays Hot",U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-january-today-unemployment-economy-4f3a772e
42,2024/02/02,1,"S&P 500, Dow Reach New Highs",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-02-2024-3692b3ce
43,2024/02/03,1,The College Professor Who Got a Weird Year for the Economy Right,U.S. Economy,https://www.wsj.com/economy/the-college-professor-who-got-a-weird-year-for-the-economy-right-5ee09449
44,2024/02/04,1,Powell Says Fed Has New Focus: When to Cut Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-says-fed-has-new-focus-when-to-cut-rates-dbc3f6af
45,2024/02/05,1,Stocks Fall After Powell Says Caution Is Needed on Rate Cuts,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-05-2024-cb14b7c5
46,2024/02/05,2,"U.S. Services Activity Expands More Than Expected, Says ISM",U.S. Economy,https://www.wsj.com/economy/central-banking/u-s-services-activity-expands-more-than-expected-says-ism-3fe80ef7
47,2024/02/06,1,Blue-Chip Dow Leads Stocks Higher,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-06-2024-a282ca26
48,2024/02/07,1,Stocks Notch New Record in Broad Rally,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-07-2024-82ad3ec8
49,2024/02/08,1,S&P 500 Hits Intraday Record of 5000,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-08-2024-21198b12
50,2024/02/09,1,S&P 500 Pushes Above 5000 Mark on Economic Strength,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-09-2024-5d7d7b6e
51,2024/02/12,1,S&P 500 Slips After Streak of Records,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-12-2024-da335e6b
52,2024/02/13,1,Hotter-Than-Expected Inflation Clouds Rate-Cut Outlook,U.S. Economy,https://www.wsj.com/economy/consumers/what-to-watch-in-the-cpi-report-will-inflation-fall-below-3-ffc5859a
53,2024/02/13,1,Stocks Drop After Hot Inflation Report Clouds Rate-Cut Outlook,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-13-2024-023bdd1f
54,2024/02/14,1,Stocks Recover After Inflation Fears Roil Markets,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-14-2024-27587c60
55,2024/02/15,1,Broad Stock Advance Lifts S&P 500 to Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-15-2024-9f857cc2
56,2024/02/15,1,U.S. Shoppers Cut Back in January,U.S. Economy,https://www.wsj.com/economy/consumers/why-wall-street-expects-an-underwhelming-retail-sales-report-c8f01bbe
57,2024/02/15,2,Immigration Wave Delivers Economic Windfall. But There’s a Catch.,U.S. Economy,https://www.wsj.com/economy/jobs/immigration-wave-delivers-economic-windfall-but-theres-a-catch-51085c4f
58,2024/02/16,1,Investors Hit Pause on 2024’s Market Rally,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-16-2024-ec384992
59,2024/02/19,1,Stock Futures Rise Ahead of Busy Earnings Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-19-2024-14463959
60,2024/02/20,1,Nvidia Drags Down Stock Market Ahead of Its Earnings Report,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-16-2024-4cd79176
61,2024/02/20,2,Data Show the Economy Is Booming. Wall Street Thinks Otherwise.,U.S. Economy,https://www.wsj.com/economy/united-states-economy-data-experts-soft-landing-1f23b1a5
62,2024/02/21,1,It’s Been 30 Years Since Food Ate Up This Much of Your Income,U.S. Economy,https://www.wsj.com/economy/consumers/its-been-30-years-since-food-ate-up-this-much-of-your-income-2e3dd3ed
63,2024/02/21,1,Nasdaq Falls for Third Straight Session Ahead of Nvidia Earnings,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-16-2024-85921d94
64,2024/02/21,1,Fed Minutes Show Unease Over Premature Cuts,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reserve-minutes-jan-2024-rate-cuts-25f72187
65,2024/02/22,1,Nvidia Shares Electrify Markets Around the Globe,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-22-2024-61ac8473
66,2024/02/22,2,Home Sales Rebound After Last Year’s Sharp Decline,U.S. Economy,https://www.wsj.com/economy/housing/home-sales-mortgage-data-january-2024-71eb3858
67,2024/02/23,1,AI Mania Lifts Stock Indexes to Records,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-23-2024-92171f30
68,2024/02/26,1,Stocks Slip Ahead of Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-26-2024-97521b55
69,2024/02/26,2,Treasury Markets Are Losing Their Shock Absorber,U.S. Economy,https://www.wsj.com/economy/central-banking/treasury-markets-are-losing-their-shock-absorber-75ed6ea1
70,2024/02/27,1,Nasdaq Approaches Its Record High,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-27-2024-b9016f71
71,2024/02/27,1,Food Is Taking a Bite Out of Your Income. These Consumers Are Getting Creative.,U.S. Economy,https://www.wsj.com/economy/consumers/food-is-taking-a-bite-out-of-your-income-these-consumers-are-getting-creative-e51a3d46
72,2024/02/28,1,Tech Stocks Lead U.S. Indexes Lower,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-28-2024-08976f45
73,2024/02/28,2,The Fed Governor Who Proved Larry Summers Wrong,U.S. Economy,https://www.wsj.com/economy/central-banking/the-fed-contrarian-who-saw-the-soft-landing-coming-9a4f1b9f
74,2024/02/29,1,Nasdaq Closes at Record High,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-02-29-2024-f4fb0982
75,2024/02/29,2,"One Says 2.4%, Another Says 3.1%. Which Inflation Metric Is Right?",U.S. Economy,https://www.wsj.com/economy/central-banking/one-says-2-4-another-says-3-1-which-inflation-metric-is-right-5fbc6634
76,2024/03/01,1,Nvidia Tops $2 Trillion Valuation and Pushes Market Higher,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-01-2024-03a17c15
77,2024/03/04,1,S&P 500 Retreats From Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-04-2024-1f652a5d
78,2024/03/05,1,S&P 500 Drops Farther From Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-05-2024-337d994c
79,2024/03/06,1,Stocks Rise After Fed’s Powell Lifts Rate-Cut Hopes,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-06-2024-c0510108
80,2024/03/06,1,Powell Says Fed on Track to Cut Rates This Year,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-says-fed-on-track-to-cut-rates-this-year-52e5feb3
81,2024/03/07,1,S&P 500 Hits New Record Ahead of Jobs Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-07-2024-b994172f
82,2024/03/07,1,Powell: Fed Is ‘Not Far’ From Gaining Confidence Needed to Cut Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-fed-is-not-far-from-gaining-confidence-needed-to-cut-rates-75c9b061
83,2024/03/08,1,Stocks Fall After February Jobs Report,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-08-2024-49f42b0d
84,2024/03/08,1,"Hiring Boom Continues, but Signs of Cooling Labor Market Boost Rate-Cut Hopes",U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-february-unemployment-dc181052
85,2024/03/11,1,S&P 500 Slips Ahead of Key Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-11-2024-f00b9239
86,2024/03/12,1,S&P 500 Hits New Record After Hot Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-12-2024-2daf1bb0
87,2024/03/12,1,"Inflation Picks Up to 3.2%, Slightly Hotter Than Expected",U.S. Economy,https://www.wsj.com/economy/inflation-february-cpi-report-interest-rate-b827c0e7
88,2024/03/13,1,S&P 500 Slips Below Record After Chip Selloff,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-13-2024-38514014
89,2024/03/14,1,U.S. Stocks Fall as Investors Try to Guess Fed’s Rate Path,U.S. Markets,https://www.wsj.com/finance/stocks/u-s-stocks-fall-as-investors-try-to-guess-feds-rate-path-222b7d98
90,2024/03/15,1,Inflation Worries Push S&P 500 to Second Straight Weekly Loss,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-15-2024-0ce95baa
91,2024/03/18,1,"Alphabet, Tesla Power Stock Indexes Higher",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-18-2024-14b9bce8
92,2024/03/19,1,Stocks Rise Ahead of Fed’s Rate Decision,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-19-2024-44ed7963
93,2024/03/20,1,"Fed Officials Still See Three Interest-Rate Cuts This Year, Buoying Stocks",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-officials-still-see-three-cuts-this-year-0b039532
94,2024/03/20,1,Stocks Rise After Fed Maintains Rate-Cut Outlook,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-20-2024-f0a49293
95,2024/03/21,1,U.S. Stocks Hit New Highs—Again—as Investors Prep for Lower Rates,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-20-2024-005c911b
96,2024/03/21,2,U.S. Home Sales Jumped 9.5% in February,U.S. Economy,https://www.wsj.com/economy/housing/u-s-home-sales-jumped-nearly-10-in-february-7f77a35a
97,2024/03/21,2,The Fed’s Conundrum: Interest Rates Are Both Too High—and Too Low,U.S. Economy,https://www.wsj.com/economy/central-banking/the-feds-conundrum-interest-rates-are-both-too-highand-too-low-f05a9d3a
98,2024/03/22,1,"Stocks Take a Breather, Slipping at the End of a Red-Hot Week",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-22-2024-8063f0c9
99,2024/03/25,1,Stocks Retreat to Start Holiday-Shortened Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-25-2024-e8ba35c5
100,2024/03/26,1,Stocks Extend Slide From Recent Records,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-26-2024-bb0800f3
101,2024/03/27,1,Stocks Advance to Break Losing Streak,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-03-27-2024-14804f61
102,2024/03/28,1,S&P 500 Rises to New Record to Close Out Monster First Quarter,U.S. Markets,https://www.wsj.com/finance/stocks/s-p-500-rises-to-new-record-to-close-out-monster-first-quarter-684d0150
103,2024/03/29,1,Fed’s Favored Inflation Gauge Rose to 2.5% in February,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-inflation-gauge-february-pce-f664d187
104,2024/04/01,1,S&P 500 Drops to Start New Quarter,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-01-2024-c6fecc1d
105,2024/04/02,1,Renewed Inflation Fears Drive Stocks Lower,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-02-2024-41d94c34
106,2024/04/03,1,S&P 500 Snaps Two-Day Losing Streak,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-03-2024-5cb4e84a
107,2024/04/03,1,Powell Still Sees Room for Fed to Cut Rates This Year,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-still-sees-room-for-the-fed-to-cut-rates-this-year-6621eb27
108,2024/04/03,2,The Jobs Numbers Aren’t Adding Up. Immigration Helps Explain Why.,U.S. Economy,https://www.wsj.com/economy/jobs/unemployment-jobs-report-us-immigration-surge-8e260f47
109,2024/04/04,1,Stocks Drop After Fed Officials Cast Doubt on Rate Cuts,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-04-2024-39442ba4
110,2024/04/04,2,How Far $100 Goes at the Grocery Store After Five Years of Food Inflation,U.S. Economy,https://www.wsj.com/business/retail/inflation-food-price-of-groceries-2024-5010700b
111,2024/04/05,1,Strong Jobs Report Triggers Stock Rally,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-05-2024-9f83c0f5
112,2024/04/05,1,Brisk Hiring Bolsters Fed’s Cautious Stance on Rate Cuts,U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-march-unemployment-02c4050d
113,2024/04/06,1,The Calls for Help Coming From Above the Poverty Line,U.S. Economy,https://www.wsj.com/lifestyle/poverty-america-low-income-emergency-services-d309a7a6
114,2024/04/07,1,Earnings Season to Test Stock-Market Rally,U.S. Economy,https://www.wsj.com/finance/stocks/earnings-season-stock-market-rally-test-2591b806
115,2024/04/08,1,Treasury Yields Hit 2024 Highs,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-08-2024-0dea12b1
116,2024/04/09,1,S&P 500 Rises Ahead of Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-09-2024-cfd3a12b
117,2024/04/10,1,Inflation Surprise Rattles Markets,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-10-2024-a672a5bc
118,2024/04/10,1,Hot Inflation Report Derails Case for June Rate Cut,U.S. Economy,https://www.wsj.com/economy/inflation-march-cpi-report-interest-rate-239b7e5e
119,2024/04/10,1,Fed Prepares Slower Pace of Runoff for $7.4 Trillion Portfolio ‘Fairly Soon’,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reserve-minutes-interest-rate-cuts-4f17489f
120,2024/04/11,1,Tech Stock Rebound Sends Nasdaq Composite to New Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-11-2024-3ae3c49b
121,2024/04/11,1,"Fed Rate Cuts Are Now a Matter of If, Not Just When",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-rate-cuts-are-now-a-matter-of-if-not-just-when-144a978e
122,2024/04/11,2,Mortgage Rates Near 7% Again,U.S. Economy,https://www.wsj.com/economy/housing/mortgage-rates-near-7-again-cd1dfae0
123,2024/04/12,1,"Dow Falls, Logs Worst Week Since March 2023",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-12-2024-d15b6299
124,2024/04/15,1,"Stocks Extend Slump, Treasury Yields Climb",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-15-2024-bdfe7de9
125,2024/04/16,1,"Stocks Stabilize, Treasury Yields Reach New Five-Month Highs",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-16-2024-d30043dc
126,2024/04/16,1,Fed Chair Jerome Powell Dials Back Expectations on Interest-Rate Cuts,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-dials-back-expectations-on-rate-cuts-00e3e5d0
127,2024/04/17,1,S&P 500 Falls for Fourth Straight Session on Fading Hopes for Interest-Rate Cuts,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-17-2024-ac3402c2
128,2024/04/18,1,Housing Market Slumps as Mortgage Rates Top 7%,U.S. Economy,https://www.wsj.com/economy/housing/home-sales-mortgage-rates-march-report-4a501537
129,2024/04/18,1,"Treasury Yields Rise, S&P 500 Extends April Slide",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-18-2024-de2f3160
130,2024/04/19,1,Nasdaq Logs Worst Weekly Performance Since 2022,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-19-2024-2e20e078
131,2024/04/22,1,Stocks Regain Footing After Brutal Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-22-2024-fab0622d
132,2024/04/23,1,Big Tech Leads Market Rally Ahead of Earnings,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-23-2024-de1f1fd0
133,2024/04/24,1,Tesla’s Big Rally Drives the Nasdaq Higher,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-24-2024-f7accdb0
134,2024/04/25,1,"Mix of Slowing Growth, Firm Inflation Worries Investors",U.S. Economy,https://www.wsj.com/economy/central-banking/us-gdp-economy-first-quarter-2024-1675df05
135,2024/04/25,1,"Stocks, Bonds Tumble After Economic Data Release",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-25-2024-3ad8e212
136,2024/04/26,1,Magnificent Seven Power Stocks’ Rebound,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-26-2024-bfb2ed18
137,2024/04/26,1,A Brief History of Fed’s Uneasy Peace With the White House,U.S. Economy,https://www.wsj.com/economy/central-banking/a-brief-history-of-the-feds-uneasy-peace-with-the-white-house-608dee30
138,2024/04/30,1,"Stocks Slip, Extending April Pullback",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-30-2024-0f6022cd
139,2024/04/30,2,Fed to Signal It Has Stomach to Keep Rates High for Longer,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reserve-meeting-interest-rates-inflation-6dcb05e8
140,2024/05/01,1,"Fed Chair Jerome Powell Projects Optimism, But Inflation Data Are in the Driver’s Seat",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-chair-jerome-powell-projects-optimism-but-inflation-data-are-in-the-drivers-seat-2e729027
141,2024/05/01,1,"Fed Says Inflation Progress Has Stalled, Extends Wait-and-See Rate Stance",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-says-inflation-progress-has-stalled-and-extends-wait-and-see-rate-stance-51b74bbf
142,2024/05/01,1,S&P 500 Slips After Fed Keeps Rates Steady,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-01-2024-07054df6
143,2024/05/02,1,Tech Stocks Lead Rally Ahead of Jobs Report,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-02-2024-418055b9
144,2024/05/03,1,Slower Hiring Boosts Hopes of a Late-Summer Rate Cut,U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-april-unemployment-a8a1ac1a
145,2024/05/03,1,"Jobs Data, Tech Stocks Power Indexes to Weekly Gains",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-03-2024-61098a35
146,2024/05/06,1,Stocks Extend Rally Ahead of Busy Earnings Slate,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-06-2024-6c3fc3c0
147,2024/05/07,1,"S&P 500 Edges Higher, Extending Winning Streak",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-07-2024ly-b2f234ea
148,2024/05/07,2,Social Security Funds Are Running Dry. Don’t Panic.,U.S. Economy,https://www.wsj.com/politics/policy/social-security-insolvency-funding-charts-f41a1194
149,2024/05/08,1,Dow Extends Latest Run of Gains,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-08-2024-625ac8c6
150,2024/05/09,1,Dow Notches Longest Winning Streak of 2024,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-09-2024-e265a914
151,2024/05/10,1,Stocks Log Weekly Gains in Hot Start to May,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-10-2024-44b54374
152,2024/05/13,1,Dow’s Winning Streak Ends Ahead of Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-13-2024-e4eaf3b2
153,2024/05/14,1,Nasdaq Hits Record High Ahead of CPI Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-14-2024-9a59ef81
154,2024/05/14,2,Fed Chair Jerome Powell Maintains Wait-and-See Posture on Inflation and Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-chair-jerome-powell-maintains-wait-and-see-posture-on-inflation-and-rates-1cd35820
155,2024/05/15,1,Inflation Eases as Core Prices Post Smallest Increase Since 2021,U.S. Economy,https://www.wsj.com/economy/inflation-april-cpi-report-interest-rate-55eda190
